,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta.symbol,meta.companyName,meta.industry,meta.activeSeries,meta.debtSeries,meta.tempSuspendedSeries,meta.isFNOSec,meta.isCASec,meta.isSLBSec,meta.isDebtSec,meta.isSuspended,meta.isETFSec,meta.isDelisted,meta.isin
108,AXISGOLD,Gold,43.6,43.8,43.51,43.65,-0.38,-0.86,83225,3631939,,48.5,36.1,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,5.130057803468197,-1.065276518585673,44.03,10.000000000000002,-20.91412742382271,https://static.nseindia.com/sparklines/today/AXISGOLDEQN.jpg,6.05,06-Jul-2021,https://static.nseindia.com/sparklines/365d/AXISGOLD-EQ.jpg,06-Jun-2022,-0.2,https://static.nseindia.com/sparklines/30d/AXISGOLD-EQ.jpg,AXISGOLD,Axis Mutual Fund - Axis Gold ETF,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF846K01W80
109,HNGSNGBEES,Hang Seng Index,301.98,301.98,293.2,294.41,-2.94,-0.99,1821,538360.44,,366.6,264.55,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-17.84059831444995,-5.933286471979038,297.35,19.69176213857065,-11.287091287091291,https://static.nseindia.com/sparklines/today/HNGSNGBEESEQN.jpg,-17.02,06-Jul-2021,https://static.nseindia.com/sparklines/365d/HNGSNGBEES-EQ.jpg,06-Jun-2022,-4.99,https://static.nseindia.com/sparklines/30d/HNGSNGBEES-EQ.jpg,HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF204KB19I1
110,GOLDSHARE,Gold,43.95,44,43.45,43.6,-0.5,-1.13,73996,3229185.44,,46.95,36.3,25-MAR-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,4.8076923076923075,-0.796359499431175,44.1,7.135250266240684,-20.11019283746558,https://static.nseindia.com/sparklines/today/GOLDSHAREEQN.jpg,6.01,06-Jul-2021,https://static.nseindia.com/sparklines/365d/GOLDSHARE-EQ.jpg,06-Jun-2022,0.34,https://static.nseindia.com/sparklines/30d/GOLDSHARE-EQ.jpg,GOLDSHARE,UTI Mutual Fund - UTI Gold Exchange Traded Fund,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF789F1AUX7
111,SETFGOLD,Gold,45.24,45.24,44.72,44.92,-0.52,-1.14,1109311,49841343.23,,53.49,40.51,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,-98.94659084246936,-0.7292817679557974,45.44,16.02168629650402,-10.886200938039998,https://static.nseindia.com/sparklines/today/SETFGOLDEQN.jpg,-98.93,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SETFGOLD-EQ.jpg,06-Jun-2022,0.42,https://static.nseindia.com/sparklines/30d/SETFGOLD-EQ.jpg,SETFGOLD,SBI-ETF Gold,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF200KA16D8
112,ICICIGOLD,Gold,44.9,44.9,44.6,44.79,-0.54,-1.19,227464,10174464.72,,51.6,37.1,15-NOV-18, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 1/- PER SHARE,5.264394829612226,-0.9728056599601984,45.33,13.197674418604656,-20.727762803234494,https://static.nseindia.com/sparklines/today/ICICIGOLDEQN.jpg,6.53,06-Jul-2021,https://static.nseindia.com/sparklines/365d/ICICIGOLD-EQ.jpg,06-Jun-2022,0.22,https://static.nseindia.com/sparklines/30d/ICICIGOLD-EQ.jpg,ICICIGOLD,ICICI Prudential Gold ETF,,['EQ'],[],[],False,False,False,False,False,True,False,INF109KC1NT3
113,MAHKTECH,Hang Seng TECH Total Return Index,16.48,16.48,15.99,16.18,-0.2,-1.22,118264,1900502.48,,23,11.44,-,-,Infinity,8.736559139784939,16.38,29.652173913043477,-41.43356643356643,https://static.nseindia.com/sparklines/today/MAHKTECHEQN.jpg,-,-,-,06-Jun-2022,10.08,https://static.nseindia.com/sparklines/30d/MAHKTECH-EQ.jpg,MAHKTECH,Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF769K01HS7
114,KOTAKGOLD,Gold,43.85,44,43.51,43.73,-0.54,-1.22,137210,6012542.2,,49.1,39.88,22-JUL-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-89.53952876450185,-1.7965416573096884,44.27,10.936863543788196,-9.653961885656956,https://static.nseindia.com/sparklines/today/KOTAKGOLDEQN.jpg,-89.41,06-Jul-2021,https://static.nseindia.com/sparklines/365d/KOTAKGOLD-EQ.jpg,06-Jun-2022,-0.58,https://static.nseindia.com/sparklines/30d/KOTAKGOLD-EQ.jpg,KOTAKGOLD,Kotak Mutual Fund - Gold Exchange Traded Fund,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF174KA1HJ8
115,GOLDBEES,Gold,44.9,44.9,43.18,43.6,-0.57,-1.29,7871542,342569507.84,,52.45,35.8,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,4.782504205719784,-0.9090909090909058,44.17,16.873212583412776,-21.78770949720672,https://static.nseindia.com/sparklines/today/GOLDBEESEQN.jpg,6.15,06-Jul-2021,https://static.nseindia.com/sparklines/365d/GOLDBEES-EQ.jpg,06-Jun-2022,0.39,https://static.nseindia.com/sparklines/30d/GOLDBEES-EQ.jpg,GOLDBEES,NIPPON INDIA ETF GOLD BEES,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF204KB17I5
116,IVZINGOLD,Gold,4537.05,4559.95,4521,4540,-60,-1.30,93,421887.06,,5579.9,3400.25,-,-,4.009163802978236,-1.3793852503529922,4600,18.636534704923022,-33.51959414748916,https://static.nseindia.com/sparklines/today/IVZINGOLDEQN.jpg,5.38,06-Jul-2021,https://static.nseindia.com/sparklines/365d/IVZINGOLD-EQ.jpg,06-Jun-2022,-0.08,https://static.nseindia.com/sparklines/30d/IVZINGOLD-EQ.jpg,IVZINGOLD,Invesco India Gold Exchange Traded Fund,,['EQ'],[],[],False,False,False,False,False,True,False,INF205K01361
117,IDBIGOLD,Gold,4721,4721,4645,4665,-69.35,-1.46,275,1283097.75,,5141.7,4200.1,-,-,5.8063052846450445,-1.16316023644568,4734.35,9.271252698523831,-11.068784076569596,https://static.nseindia.com/sparklines/today/IDBIGOLDEQN.jpg,7.38,06-Jul-2021,https://static.nseindia.com/sparklines/365d/IDBIGOLD-EQ.jpg,06-Jun-2022,0.31,https://static.nseindia.com/sparklines/30d/IDBIGOLD-EQ.jpg,IDBIGOLD,IDBI Mutual Fund - IDBI Gold Exchange Traded Fund,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF397L01554
118,HDFCMFGETF,Gold,45,45.09,44.68,44.77,-0.67,-1.47,530984,23782773.36,,49.7,39,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,4.970691676436119,-0.907481186365641,45.44,9.919517102615693,-14.794871794871804,https://static.nseindia.com/sparklines/today/HDFCMFGETFEQN.jpg,6.54,06-Jul-2021,https://static.nseindia.com/sparklines/365d/HDFCMFGETF-EQ.jpg,06-Jun-2022,0.58,https://static.nseindia.com/sparklines/30d/HDFCMFGETF-EQ.jpg,HDFCMFGETF,HDFC Mutual Fund-HDFC Gold Exchange Traded Fund,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF179KC1981
119,QGOLDHALF,Gold,43.65,43.65,43.29,43.36,-0.72,-1.63,21625,937660,,49.6,36.05,16-DEC-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100 PER SHARE TO RS 2 PER SHARE,-97.90743689976352,-0.9367146447338444,44.08,12.580645161290327,-20.277392510402226,https://static.nseindia.com/sparklines/today/QGOLDHALFEQN.jpg,-97.87,06-Jul-2021,https://static.nseindia.com/sparklines/365d/QGOLDHALF-EQ.jpg,06-Jun-2022,0.71,https://static.nseindia.com/sparklines/30d/QGOLDHALF-EQ.jpg,QGOLDHALF,Quantum Gold Fund -Exchange Traded Fund (ETF),MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF082J01408
120,IDFNIFTYET,Nifty 50,173.3,175.9,167.35,171.25,-4.65,-2.64,555,95154.75,,223,155,-,-,3.063312469908524,-2.516081288780092,175.9,23.206278026905828,-10.483870967741936,https://static.nseindia.com/sparklines/today/IDFNIFTYETEQN.jpg,5.86,06-Jul-2021,https://static.nseindia.com/sparklines/365d/IDFNIFTYET-EQ.jpg,06-Jun-2022,0.13,https://static.nseindia.com/sparklines/30d/IDFNIFTYET-EQ.jpg,IDFNIFTYET,IDFC Mutual Fund - IDFC Nifty ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF194KA1U07
